number,date,price
0,2016-12-8,6.8799
1,2016-12-7,6.8805
2,2016-12-6,6.882
3,2016-12-5,6.881
4,2016-12-2,6.8865
5,2016-12-1,6.8865
6,2016-11-30,6.8868
7,2016-11-29,6.8968
8,2016-11-28,6.9088
9,2016-11-25,6.9198
10,2016-11-24,6.9196
11,2016-11-23,6.9202
12,2016-11-22,6.89
13,2016-11-21,6.8928
14,2016-11-18,6.8887
15,2016-11-17,6.8783
16,2016-11-16,6.8804
17,2016-11-15,6.8591
18,2016-11-14,6.8468
19,2016-11-11,6.8125
20,2016-11-10,6.8019
21,2016-11-9,6.78
22,2016-11-8,6.7874
23,2016-11-7,6.7766
24,2016-11-4,6.7565
25,2016-11-3,6.7646
26,2016-11-2,6.757
27,2016-11-1,6.7665
28,2016-10-31,6.7758
29,2016-10-28,6.779
30,2016-10-27,6.7851
31,2016-10-26,6.7711
32,2016-10-25,6.7812
33,2016-10-24,6.7752
34,2016-10-21,6.7667
35,2016-10-20,6.7454
36,2016-10-19,6.7379
37,2016-10-18,6.7409
38,2016-10-17,6.7375
39,2016-10-14,6.7288
40,2016-10-13,6.7274
41,2016-10-12,6.719
42,2016-10-11,6.722
43,2016-10-10,6.7074
44,2016-10-7,6.6716
45,2016-10-6,6.6716
46,2016-10-5,6.6716
47,2016-10-4,6.6716
48,2016-10-3,6.6716
49,2016-9-30,6.6716
50,2016-9-29,6.6673
51,2016-9-28,6.6752
52,2016-9-27,6.6701
53,2016-9-26,6.6689
54,2016-9-23,6.6694
55,2016-9-22,6.6648
56,2016-9-21,6.6721
57,2016-9-20,6.672
58,2016-9-19,6.6685
59,2016-9-16,6.6734
60,2016-9-15,6.6734
61,2016-9-14,6.6734
62,2016-9-13,6.6794
63,2016-9-12,6.6801
64,2016-9-9,6.6781
65,2016-9-8,6.6643
66,2016-9-7,6.6625
67,2016-9-6,6.6755
68,2016-9-5,6.6766
69,2016-9-2,6.6805
70,2016-9-1,6.6715
71,2016-8-31,6.6793
72,2016-8-30,6.6812
73,2016-8-29,6.6777
74,2016-8-26,6.6719
75,2016-8-25,6.6593
76,2016-8-24,6.6591
77,2016-8-23,6.6409
78,2016-8-22,6.6507
79,2016-8-19,6.6532
80,2016-8-18,6.6312
81,2016-8-17,6.6343
82,2016-8-16,6.6253
83,2016-8-15,6.638
84,2016-8-12,6.6353
85,2016-8-11,6.6277
86,2016-8-10,6.638
87,2016-8-9,6.6557
88,2016-8-8,6.6614
89,2016-8-5,6.6564
90,2016-8-4,6.6418
91,2016-8-3,6.6342
92,2016-8-2,6.6272
93,2016-8-1,6.6439
94,2016-7-29,6.6373
95,2016-7-28,6.6554
96,2016-7-27,6.67
97,2016-7-26,6.672
98,2016-7-25,6.6785
99,2016-7-22,6.6795
100,2016-7-21,6.6755
101,2016-7-20,6.6777
102,2016-7-19,6.6963
103,2016-7-18,6.7045
104,2016-7-15,6.6887
105,2016-7-14,6.6836
106,2016-7-13,6.6863
107,2016-7-12,6.6885
108,2016-7-11,6.6939
109,2016-7-8,6.6881
110,2016-7-7,6.681
111,2016-7-6,6.693
112,2016-7-5,6.6796
113,2016-7-4,6.6653
114,2016-7-1,6.6557
115,2016-6-30,6.648
116,2016-6-29,6.6367
117,2016-6-28,6.6481
118,2016-6-27,6.6516
119,2016-6-24,6.6218
120,2016-6-23,6.5772
121,2016-6-22,6.5775
122,2016-6-21,6.5903
123,2016-6-20,6.577
124,2016-6-17,6.5884
125,2016-6-16,6.592
126,2016-6-15,6.5818
127,2016-6-14,6.5965
128,2016-6-13,6.5857
129,2016-6-10,6.5619
130,2016-6-9,6.5619
131,2016-6-8,6.5625
132,2016-6-7,6.5715
133,2016-6-6,6.5637
134,2016-6-3,6.5648
135,2016-6-2,6.5845
136,2016-6-1,6.5751
137,2016-5-31,6.5829
138,2016-5-30,6.5832
139,2016-5-27,6.5633
140,2016-5-26,6.557
141,2016-5-25,6.5541
142,2016-5-24,6.5572
143,2016-5-23,6.5557
144,2016-5-22,6.5467
145,2016-5-20,6.549
146,2016-5-19,6.547
147,2016-5-18,6.5388
148,2016-5-17,6.5204
149,2016-5-16,6.5212
150,2016-5-15,6.532
151,2016-5-13,6.532
152,2016-5-12,6.5168
153,2016-5-11,6.492
154,2016-5-10,6.5183
155,2016-5-9,6.5169
156,2016-5-8,6.5002
157,2016-5-6,6.5001
158,2016-5-5,6.5034
159,2016-5-4,6.4947
160,2016-5-3,6.4917
161,2016-5-2,6.4741
162,2016-5-1,6.4741
163,2016-4-29,6.4741
164,2016-4-28,6.4759
165,2016-4-27,6.495
166,2016-4-26,6.4935
167,2016-4-25,6.493
168,2016-4-24,6.501
169,2016-4-22,6.5009
170,2016-4-21,6.4819
171,2016-4-20,6.4708
172,2016-4-19,6.4581
173,2016-4-18,6.4752
174,2016-4-15,6.4756
175,2016-4-14,6.4826
176,2016-4-13,6.4784
177,2016-4-12,6.4656
178,2016-4-11,6.4595
179,2016-4-8,6.4658
180,2016-4-7,6.463
181,2016-4-6,6.4809
182,2016-4-5,6.4772
183,2016-4-4,6.4786
184,2016-4-1,6.4786
185,2016-3-31,6.449
186,2016-3-30,6.465
187,2016-3-29,6.5066
188,2016-3-28,6.5075
189,2016-3-25,6.516
190,2016-3-24,6.5146
191,2016-3-23,6.5062
192,2016-3-22,6.4901
193,2016-3-21,6.4846
194,2016-3-18,6.4716
195,2016-3-17,6.475
196,2016-3-16,6.522
197,2016-3-15,6.5145
198,2016-3-14,6.5
199,2016-3-11,6.4953
200,2016-3-10,6.5085
201,2016-3-9,6.513
202,2016-3-8,6.5047
203,2016-3-7,6.5168
204,2016-3-4,6.508
205,2016-3-3,6.5314
206,2016-3-2,6.551
207,2016-3-1,6.5521
208,2016-2-29,6.554
209,2016-2-26,6.5404
210,2016-2-25,6.5335
211,2016-2-24,6.5317
212,2016-2-23,6.5271
213,2016-2-22,6.5218
214,2016-2-19,6.5224
215,2016-2-18,6.5188
216,2016-2-17,6.5282
217,2016-2-16,6.5169
218,2016-2-15,6.4962
219,2016-2-12,6.5739
220,2016-2-11,6.5739
221,2016-2-10,6.5739
222,2016-2-9,6.5739
223,2016-2-8,6.5739
224,2016-2-5,6.5739
225,2016-2-4,6.5648
226,2016-2-3,6.577
227,2016-2-2,6.5798
228,2016-2-1,6.5784
229,2016-1-29,6.5761
230,2016-1-28,6.5751
231,2016-1-27,6.5778
232,2016-1-26,6.5825
233,2016-1-25,6.5793
234,2016-1-22,6.5791
235,2016-1-21,6.58
236,2016-1-20,6.5784
237,2016-1-19,6.5785
238,2016-1-18,6.5789
239,2016-1-15,6.5849
240,2016-1-14,6.5901
241,2016-1-13,6.5754
242,2016-1-12,6.5725
243,2016-1-11,6.5695
244,2016-1-8,6.5965
245,2016-1-7,6.5929
246,2016-1-6,6.5566
247,2016-1-5,6.5148
248,2016-1-4,6.5354
249,2016-1-1,6.4936
250,2015-12-31,6.4936
251,2015-12-30,6.4912
252,2015-12-29,6.4848
253,2015-12-28,6.4886
254,2015-12-25,6.4764
255,2015-12-24,6.4773
256,2015-12-23,6.4778
257,2015-12-22,6.4788
258,2015-12-21,6.4808
259,2015-12-18,6.4815
260,2015-12-17,6.4837
261,2015-12-16,6.4733
262,2015-12-15,6.461
263,2015-12-14,6.4589
264,2015-12-11,6.4553
265,2015-12-10,6.4378
266,2015-12-9,6.428
267,2015-12-8,6.4172
268,2015-12-7,6.4082
269,2015-12-4,6.401
270,2015-12-3,6.3975
271,2015-12-2,6.3987
272,2015-12-1,6.3987
273,2015-11-30,6.3982
274,2015-11-27,6.3949
275,2015-11-26,6.3895
276,2015-11-25,6.3892
277,2015-11-24,6.3898
278,2015-11-23,6.3893
279,2015-11-20,6.385
280,2015-11-19,6.383
281,2015-11-18,6.3849
282,2015-11-17,6.3786
283,2015-11-16,6.3712
284,2015-11-13,6.3737
285,2015-11-12,6.3693
286,2015-11-11,6.3674
287,2015-11-10,6.3618
288,2015-11-9,6.3621
289,2015-11-6,6.353
290,2015-11-5,6.3461
291,2015-11-4,6.3359
292,2015-11-3,6.3361
293,2015-11-2,6.3374
294,2015-10-30,6.3181
295,2015-10-29,6.3567
296,2015-10-28,6.3592
297,2015-10-27,6.3532
298,2015-10-26,6.3532
299,2015-10-23,6.3491
300,2015-10-22,6.358
301,2015-10-21,6.3493
302,2015-10-20,6.3484
303,2015-10-19,6.3601
304,2015-10-16,6.3525
305,2015-10-15,6.3462
306,2015-10-14,6.3477
307,2015-10-13,6.3423
308,2015-10-12,6.323
309,2015-10-9,6.3453
310,2015-10-8,6.3535
311,2015-10-7,6.356
312,2015-10-6,6.356
313,2015-10-5,6.356
314,2015-10-2,6.356
315,2015-10-1,6.356
316,2015-9-30,6.3571
317,2015-9-29,6.3636
318,2015-9-28,6.3688
319,2015-9-25,6.3741
320,2015-9-24,6.3833
321,2015-9-23,6.3837
322,2015-9-22,6.376
323,2015-9-21,6.3691
324,2015-9-18,6.3643
325,2015-9-17,6.366
326,2015-9-16,6.3709
327,2015-9-15,6.37
328,2015-9-14,6.3679
329,2015-9-11,6.375
330,2015-9-10,6.3772
331,2015-9-9,6.3778
332,2015-9-8,6.3672
333,2015-9-7,6.3659
334,2015-9-4,6.3559
335,2015-9-3,6.3559
336,2015-9-2,6.3559
337,2015-9-1,6.3645
338,2015-8-31,6.3764
339,2015-8-28,6.3885
340,2015-8-27,6.4053
341,2015-8-26,6.411
342,2015-8-25,6.4129
343,2015-8-24,6.4044
344,2015-8-21,6.3888
345,2015-8-20,6.389
346,2015-8-19,6.3958
347,2015-8-18,6.3938
348,2015-8-17,6.3947
349,2015-8-14,6.3918
350,2015-8-13,6.3988
351,2015-8-12,6.387
352,2015-8-11,6.3248
353,2015-8-10,6.2096
354,2015-8-7,6.2097
355,2015-8-6,6.2097
356,2015-8-5,6.2096
357,2015-8-4,6.2096
358,2015-8-3,6.2097
359,2015-7-31,6.2097
360,2015-7-30,6.2096
361,2015-7-29,6.209
362,2015-7-28,6.2094
363,2015-7-27,6.2095
364,2015-7-24,6.2096
365,2015-7-23,6.2095
366,2015-7-22,6.2094
367,2015-7-21,6.2096
368,2015-7-20,6.2097
369,2015-7-17,6.2095
370,2015-7-16,6.2095
371,2015-7-15,6.2092
372,2015-7-14,6.2089
373,2015-7-13,6.2084
374,2015-7-10,6.2092
375,2015-7-9,6.2088
376,2015-7-8,6.2089
377,2015-7-7,6.21
378,2015-7-6,6.2091
379,2015-7-3,6.2057
380,2015-7-2,6.2047
381,2015-7-1,6.2014
382,2015-6-30,6.201
383,2015-6-29,6.2088
384,2015-6-26,6.209
385,2015-6-25,6.2094
386,2015-6-24,6.2071
387,2015-6-23,6.2068
388,2015-6-22,6.2095
389,2015-6-19,6.2095
390,2015-6-18,6.2078
391,2015-6-17,6.2096
392,2015-6-16,6.2085
393,2015-6-15,6.209
394,2015-6-12,6.2083
395,2015-6-11,6.2066
396,2015-6-10,6.2058
397,2015-6-9,6.2057
398,2015-6-8,6.2056
399,2015-6-5,6.2034
400,2015-6-4,6.2011
401,2015-6-3,6.1978
402,2015-6-2,6.1982
403,2015-6-1,6.1995
404,2015-5-29,6.1983
405,2015-5-28,6.2012
406,2015-5-27,6.2013
407,2015-5-26,6.2039
408,2015-5-25,6.202
409,2015-5-22,6.1974
410,2015-5-21,6.1968
411,2015-5-20,6.2037
412,2015-5-19,6.2066
413,2015-5-18,6.2043
414,2015-5-15,6.2061
415,2015-5-14,6.2016
416,2015-5-13,6.2046
417,2015-5-12,6.2089
418,2015-5-11,6.2096
419,2015-5-8,6.2094
420,2015-5-7,6.2066
421,2015-5-6,6.2004
422,2015-5-5,6.206
423,2015-5-4,6.209
424,2015-5-1,6.2028
425,2015-4-30,6.2028
426,2015-4-29,6.1993
427,2015-4-28,6.204
428,2015-4-27,6.219
429,2015-4-24,6.1935
430,2015-4-23,6.197
431,2015-4-22,6.194
432,2015-4-21,6.201
433,2015-4-20,6.201
434,2015-4-17,6.1978
435,2015-4-16,6.1962
436,2015-4-15,6.2052
437,2015-4-14,6.2115
438,2015-4-13,6.2167
439,2015-4-10,6.2085
440,2015-4-9,6.2055
441,2015-4-8,6.2025
442,2015-4-7,6.196
443,2015-4-6,6.1935
444,2015-4-3,6.1935
445,2015-4-2,6.197
446,2015-4-1,6.1985
447,2015-3-31,6.1995
448,2015-3-30,6.207
449,2015-3-27,6.215
450,2015-3-26,6.2108
451,2015-3-25,6.2121
452,2015-3-24,6.2051
453,2015-3-23,6.214
454,2015-3-20,6.2052
455,2015-3-19,6.196
456,2015-3-18,6.2294
457,2015-3-17,6.2495
458,2015-3-16,6.2625
459,2015-3-13,6.2595
460,2015-3-12,6.2624
461,2015-3-11,6.2623
462,2015-3-10,6.262
463,2015-3-9,6.264
464,2015-3-6,6.2625
465,2015-3-5,6.266
466,2015-3-4,6.2706
467,2015-3-3,6.2744
468,2015-3-2,6.2725
469,2015-2-27,6.2696
470,2015-2-26,6.2589
471,2015-2-25,6.2593
472,2015-2-24,6.2551
473,2015-2-23,6.2551
474,2015-2-20,6.2551
475,2015-2-19,6.2551
476,2015-2-18,6.2551
477,2015-2-17,6.2551
478,2015-2-16,6.2485
479,2015-2-13,6.2403
480,2015-2-12,6.2445
481,2015-2-11,6.2427
482,2015-2-10,6.241
483,2015-2-9,6.247
484,2015-2-6,6.244
485,2015-2-5,6.2521
486,2015-2-4,6.2477
487,2015-2-3,6.2578
488,2015-2-2,6.2597
489,2015-1-30,6.25
490,2015-1-29,6.2466
491,2015-1-28,6.248
492,2015-1-27,6.2435
493,2015-1-26,6.254
494,2015-1-23,6.2285
